id	title	source_file	source_path	html_file	usage	libraryCategory	courseTitle	courseSlug	courseCategory	courseOrder	moduleTitle	moduleOrder	lessonOrder	level	summary
3682c23524b58486	Pipocas Gourmet e Carameladas - 10 RECEITAS EXTRAS CARAMELADAS	01_-_10_RECEITAS_EXTRAS_CARAMELADAS.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Pipocas Gourmet e Carameladas. Autor/origem: Spolopanda3.
539861f374aca47b	Pipocas Gourmet e Carameladas - BALDAO DE PIPOCA TRUFADO	02_-_BALDAO_DE_PIPOCA_TRUFADO.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Pipocas Gourmet e Carameladas. Autor/origem: Spolopanda3.
e94cc27e0dd0c8bd	Pipocas Gourmet e Carameladas - DICAS E MAIS RECEITAS	03_-_DICAS_E_MAIS_RECEITAS.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Pipocas Gourmet e Carameladas. Autor/origem: Spolopanda3.
4b6fea114357031e	Pipocas Gourmet e Carameladas - PIPOCA CARAMELADA	04_-_PIPOCA_CARAMELADA.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Pipocas Gourmet e Carameladas. Autor/origem: Spolopanda3.
c579f1d759e08ac8	Pipocas Gourmet e Carameladas - PIPOCA GOURMET SALGADA	05_-_PIPOCA_GOURMET_SALGADA.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Pipocas Gourmet e Carameladas. Autor/origem: Spolopanda3.
01fdeff392908217	Temperos, Molhos e Conservacao - 21 Receitas de Molhos	01_-_21_Receitas_de_Molhos.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Temperos, Molhos e Conservacao. Autor/origem: Autor nao identificado.
af7961912dca8a9d	Temperos, Molhos e Conservacao - 30 Receitas de Temperos Naturais	01_-_30_Receitas_de_Temperos_Naturais.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Temperos, Molhos e Conservacao. Autor/origem: Chef Amanda Santana.
ea7aed089dadb878	Temperos, Molhos e Conservacao - 30 Receitas de Tempero Da Chef Amanda Santana	01_-_30_Receitas_de_Tempero_Da_Chef_Amanda_Santana.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Temperos, Molhos e Conservacao. Autor/origem: Chef Amanda Santana e Chef Rogerio Holanda.
2b84bd4d1bfdee42	Temperos, Molhos e Conservacao - Temperos Lucrativos Parte 02	01_-_Temperos_Lucrativos_-_Parte_02.pdf	source.pdf	-	library	Negócio digital									Material complementar da biblioteca Código Lucrativo. Tema: Temperos, Molhos e Conservacao. Autor/origem: Chef Carol Freitas.
e5478cfe67333e8f	Temperos, Molhos e Conservacao - OS TEMPEROS FAVORITOS DOS GANHADORES DO MASTERCHEF	01_-_OS_TEMPEROS_FAVORITOS_DOS_GANHADORES_DO_MASTERCHEF.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Temperos, Molhos e Conservacao. Autor/origem: Matheus Araujo Soares.
a1be5f1254491597	Temperos, Molhos e Conservacao - TECNICAS DE CONGELAMENTO	02_-_TECNICAS_DE_CONGELAMENTO.pdf	source.pdf	-	library	Ferramentas e modelos									Material complementar da biblioteca Código Lucrativo. Tema: Temperos, Molhos e Conservacao. Autor/origem: Matheus Araujo Soares.
a1840cebbbc8c14c	Temperos, Molhos e Conservacao - Guia Completo Temperos Caseiros	01_-_Guia_Completo_Temperos_Caseiros.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Temperos, Molhos e Conservacao. Autor/origem: Nadia Borges e Chef Amanda Santana.
f709fa97d81e01fc	Marmitas e Cardapios - CARDAPIO DE MARMITAS	01_-_CARDAPIO_DE_MARMITAS.pdf	source.pdf	-	library	Ferramentas e modelos									Material complementar da biblioteca Código Lucrativo. Tema: Marmitas e Cardapios. Autor/origem: Autor nao identificado.
7ee4010ee674378e	Eletricista Residencial e Predial - BONUS INSTALACAO ELETRICA DE BAIXA TENSAO	01_-_BONUS_-_INSTALACAO_ELETRICA_DE_BAIXA_TENSAO.pdf	source.pdf	-	library	Desenvolvimento pessoal e financeiro									Material complementar da biblioteca Código Lucrativo. Tema: Eletricista Residencial e Predial. Autor/origem: Autor nao identificado.
0318d422046a5979	ELETRICISTA RESIDENCIAL 2.0	02_-_ELETRICISTA_RESIDENCIAL_2.0.pdf	source.pdf	-	library	Desenvolvimento pessoal e financeiro									Material complementar da biblioteca Código Lucrativo. Tema: Eletricista Residencial e Predial. Autor/origem: Autor nao identificado.
77b3c387e3598d28	APOSTILA ELETRICISTA RESIDENCIAL	01_-_APOSTILA_ELETRICISTA_RESIDENCIAL.pdf	source.pdf	-	library	Desenvolvimento pessoal e financeiro									Material complementar da biblioteca Código Lucrativo. Tema: Eletricista Residencial e Predial. Autor/origem: MinasMega Cursos Online.
d9617a61b23baa09	Eletricista Residencial e Predial - BONUS ECONOMIA DE ENERGIA ELETRICA	01_-_BONUS_-_ECONOMIA_DE_ENERGIA_ELETRICA.pdf	source.pdf	-	library	Desenvolvimento pessoal e financeiro									Material complementar da biblioteca Código Lucrativo. Tema: Eletricista Residencial e Predial. Autor/origem: PUCRS - Grupo de Eficiencia Energetica.
f0c0f410f5fcdf06	Energia Solar Fotovoltaica - BONUS CURSO INSTALACAO DE PAINEL SOLAR	01_-_BONUS_-_CURSO_INSTALACAO_DE_PAINEL_SOLAR.pdf	source.pdf	-	library	Desenvolvimento pessoal e financeiro									Material complementar da biblioteca Código Lucrativo. Tema: Energia Solar Fotovoltaica. Autor/origem: SENAI.
b53866a8d6f8c433	BONUS COMANDOS ELETRICOS	01_-_BONUS_-_COMANDOS_ELETRICOS.pdf	source.pdf	-	library	Desenvolvimento pessoal e financeiro									Material complementar da biblioteca Código Lucrativo. Tema: Comandos Eletricos. Autor/origem: Prof Milton Domingos Xavier.
6cc71f93c1646d7f	Seguranca, NR10 e Ferramentas - BONUS CHECKLIST DE FERRAMENTAS	01_-_BONUS_-_CHECKLIST_DE_FERRAMENTAS.pdf	source.pdf	-	library	Ferramentas e modelos									Material complementar da biblioteca Código Lucrativo. Tema: Seguranca, NR10 e Ferramentas. Autor/origem: Autor nao identificado.
38acb041f39c9f4e	Seguranca, NR10 e Ferramentas - BONUS MANUAL NR10	02_-_BONUS_-_MANUAL_NR10.pdf	source.pdf	-	library	Desenvolvimento pessoal e financeiro									Material complementar da biblioteca Código Lucrativo. Tema: Seguranca, NR10 e Ferramentas. Autor/origem: Autor nao identificado.
cdc5e221e1aabe4c	Seguranca, NR10 e Ferramentas - BONUS MANUAL DE PROTECAO DO ELETRICISTA	01_-_BONUS_-_MANUAL_DE_PROTECAO_DO_ELETRICISTA.pdf	source.pdf	-	library	Desenvolvimento pessoal e financeiro									Material complementar da biblioteca Código Lucrativo. Tema: Seguranca, NR10 e Ferramentas. Autor/origem: Professor Vanderley.
b2dc5872568551f9	Precificacao e Orcamentos - BONUS TABELA DE PRECOS	01_-_BONUS_-_TABELA_DE_PRECOS.pdf	source.pdf	-	library	Vendas e conversão									Material complementar da biblioteca Código Lucrativo. Tema: Precificacao e Orcamentos. Autor/origem: Eletricista Pro.
4bd05a6120794640	Produtos de Limpeza e Fornecedores - FORNECEDORES	01_-_FORNECEDORES.pdf	source.pdf	-	library	Negócio digital									Material complementar da biblioteca Código Lucrativo. Tema: Produtos de Limpeza e Fornecedores. Autor/origem: Patrick Oliveira.
f1c1a97aad64661e	Produtos de Limpeza e Fornecedores - RECEITAS LIMPEZA	02_-_RECEITAS_LIMPEZA.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Produtos de Limpeza e Fornecedores. Autor/origem: Patrick Oliveira.
510c42a7b6d0658a	Produtos de Limpeza e Fornecedores - RECEITAS LIMPEZA 50LITROS	03_-_RECEITAS_LIMPEZA_50LITROS.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Produtos de Limpeza e Fornecedores. Autor/origem: Patrick Oliveira.
a24c418c5bfede8f	Produtos de Limpeza e Fornecedores - RECEITA LIMPA PISO	04_-_RECEITA_LIMPA_PISO.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Produtos de Limpeza e Fornecedores. Autor/origem: Patrick Oliveira.
405abcb1a180eae9	Cosmeticos Artesanais - Cremes, Shampoo e Condicionador - 1 Bonus Cremes Hidratantes	01_-_1_-_Bonus_Cremes_Hidratantes.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Cosmeticos Artesanais - Cremes, Shampoo e Condicionador. Autor/origem: Matheus Martins.
44168bf65ec2a557	Cosmeticos Artesanais - Cremes, Shampoo e Condicionador - 2 Bonus Shampoo Artesanal	03_-_2_-_Bonus_Shampoo_Artesanal.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Cosmeticos Artesanais - Cremes, Shampoo e Condicionador. Autor/origem: Matheus Martins.
68fb42a23d118ece	Cosmeticos Artesanais - Cremes, Shampoo e Condicionador - 3 Bonus Condicionador Artesanal	05_-_3_-_Bonus_Condicionador_Artesanal.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Cosmeticos Artesanais - Cremes, Shampoo e Condicionador. Autor/origem: Matheus Martins.
fe105b7d2b3e1dae	Saboaria Artesanal e Terapeutica - Guia de Sabonetes Artesanais	01_-_Guia_de_Sabonetes_Artesanais.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Saboaria Artesanal e Terapeutica. Autor/origem: Autor nao identificado.
e3a1ec2b62022a51	Saboaria Artesanal e Terapeutica - Modulo 01 Sabonetes de cachos de uva roxa, uva verde e uva rose	02_-_Modulo_01_-_Sabonetes_de_cachos_de_uva_roxa_uva_verde_e_uva_rose.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Saboaria Artesanal e Terapeutica. Autor/origem: Autor nao identificado.
8ce782ae1cd8f517	Saboaria Artesanal e Terapeutica - Saboaria Terapeutica	03_-_Saboaria_Terapeutica.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Saboaria Artesanal e Terapeutica. Autor/origem: Autor nao identificado.
9d43b7aae7cf4a10	Saboaria Artesanal e Terapeutica - Lista de Fornecedores	01_-_Lista_de_Fornecedores.pdf	source.pdf	-	library	Negócio digital									Material complementar da biblioteca Código Lucrativo. Tema: Saboaria Artesanal e Terapeutica. Autor/origem: Matheus Martins.
b330052b46dc2658	Saboaria Artesanal e Terapeutica - Materiais Necessarios	02_-_Materiais_Necessarios.pdf	source.pdf	-	library	Ferramentas e modelos									Material complementar da biblioteca Código Lucrativo. Tema: Saboaria Artesanal e Terapeutica. Autor/origem: Matheus Martins.
28f88494c6146bcc	Saboaria Artesanal e Terapeutica - Sabonetes de Frutas	01_-_Sabonetes_de_Frutas.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Saboaria Artesanal e Terapeutica. Autor/origem: Saboaria da Cidinha.
0685f25fdfa641bf	Saboaria Artesanal e Terapeutica - Receitas De Sabonetes Liquidos	01_-_Receitas_De_Sabonetes_Liquidos.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Saboaria Artesanal e Terapeutica. Autor/origem: Tia Rose.
005de6e366084890	Produtos Automotivos Artesanais - RECEITAS AUTOMOTIVAS	01_-_RECEITAS_AUTOMOTIVAS.pdf	source.pdf	-	library	Produto digital									Material complementar da biblioteca Código Lucrativo. Tema: Produtos Automotivos Artesanais. Autor/origem: Autor nao identificado.
253539ec1b348e2b	Curativos Criativos de Fe - Curativo De Fe Catalogo 2	01_-_Curativo_De_Fe_-_Catalogo_2.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Curativos Criativos de Fe. Autor/origem: Autor nao identificado.
ec922657f6b1190f	Curativos Criativos de Fe - Curativo De Fe Catalogo 1	02_-_Curativo_De_Fe_-_Catalogo_1.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Curativos Criativos de Fe. Autor/origem: Autor nao identificado.
5e3be45cc1422608	Curativos Criativos de Fe - Curativo De Fe Catalogo 3	03_-_Curativo_De_Fe_Catalogo_3.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Curativos Criativos de Fe. Autor/origem: Autor nao identificado.
3ccaa35f01a4040a	Curativos Criativos de Fe - Curativo De Fe Catalogo 4	04_-_Curativo_De_Fe_-_Catalogo_4.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Curativos Criativos de Fe. Autor/origem: Autor nao identificado.
f4968be5285b861a	Ele cura as tuas feridas, curativos criativos	05_-_Ele_cura_as_tuas_feridas_curativos_criativos.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Curativos Criativos de Fe. Autor/origem: Autor nao identificado.
74ffb37e9772ada5	Ele cura as tuas feridas, curativos criativos	01_-_Ele_cura_as_tuas_feridas_curativos_criativos.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Curativos Criativos de Fe. Autor/origem: gordaopjl.
85ebcc3e44e5ac13	Pergaminhos e Jornal de Jesus - JORNAL DE JESUS	01_-_JORNAL_DE_JESUS.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Pergaminhos e Jornal de Jesus. Autor/origem: Autor nao identificado.
61a09fada912f596	Pergaminhos e Jornal de Jesus - Lista dos Pergaminhos	01_-_Lista_dos_Pergaminhos.pdf	source.pdf	-	library	Ferramentas e modelos									Material complementar da biblioteca Código Lucrativo. Tema: Pergaminhos e Jornal de Jesus. Autor/origem: Compra Confiante.
421c3653ff28aeaf	Pergaminhos e Jornal de Jesus - Pergaminhos de Jesus	02_-_Pergaminhos_de_Jesus.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Pergaminhos e Jornal de Jesus. Autor/origem: Compra Confiante.
ea0b14b801da3e3c	Pergaminhos e Jornal de Jesus - SUMARIO JORNAL DE JESUS	03_-_SUMARIO_JORNAL_DE_JESUS.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Pergaminhos e Jornal de Jesus. Autor/origem: Compra Confiante.
c5d7451b05311b2d	Cartoes e Mensagens Evangelicas - Cartao para culto da familia	01_-_Cartao_para_culto_da_familia.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Cartoes e Mensagens Evangelicas. Autor/origem: marcosfoio1105.
c21c11e36d164df9	Cartoes e Mensagens Evangelicas - Para o seu dia comecar melhor (1)	02_-_Para_o_seu_dia_comecar_melhor_1.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Cartoes e Mensagens Evangelicas. Autor/origem: marcosfoio1105.
14dbdc88fa0af46b	Cartoes e Mensagens Evangelicas - Jesus Sente Saudade	01_-_Jesus-Sente-Saudade.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Cartoes e Mensagens Evangelicas. Autor/origem: vifAI.
b8f42cddf4552586	Etiquetas e Materiais Lado Duplo - Etiquetas Crista	01_-_Etiquetas_Crista.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Etiquetas e Materiais Lado Duplo. Autor/origem: Player Major.
ead2b633f46c64d6	Etiquetas e Materiais Lado Duplo - Etiquetas Jesus	02_-_Etiquetas_Jesus.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Etiquetas e Materiais Lado Duplo. Autor/origem: Player Major.
56a35e17a2c47ee0	Brindes Criativos para Doces e Lembrancas - Remedio B	01_-_Remedio_B.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Brindes Criativos para Doces e Lembrancas. Autor/origem: Autor nao identificado.
514e040645327ccc	Brindes Criativos para Doces e Lembrancas - Deixe Deus Dirigir	01_-_Deixe-Deus-Dirigir.pdf	source.pdf	-	library	Conteúdo e criativos									Material complementar da biblioteca Código Lucrativo. Tema: Brindes Criativos para Doces e Lembrancas. Autor/origem: vifAI.
7f7433ede0efcba5	Como Importar da China	01_-_Como_Importar_da_China.pdf	source.pdf	-	library	Negócio digital									Material complementar da biblioteca Código Lucrativo. Tema: Como Importar da China e Marketplaces. Autor/origem: Joao Paulo Pimentel.
4b91d757085a4226	Como Importar da China e Marketplaces - Como abrir uma conta no Paypal	02_-_Como_abrir_uma_conta_no_Paypal.pdf	source.pdf	-	library	Ferramentas e modelos									Material complementar da biblioteca Código Lucrativo. Tema: Como Importar da China e Marketplaces. Autor/origem: Joao Paulo Pimentel.
1e3dee972a45f36d	Como Importar da China e Marketplaces - Tutorial DealXtreme	03_-_Tutorial_DealXtreme.pdf	source.pdf	-	library	Ferramentas e modelos									Material complementar da biblioteca Código Lucrativo. Tema: Como Importar da China e Marketplaces. Autor/origem: Joao Paulo Pimentel.
a7f2c9e31b6d4a80	Termos essenciais para começar	Termos_Essenciais_Para_Comecar_TECH_FUTURISTIC.pdf	source.pdf	-	library	Ferramentas e modelos									Glossário operacional da Academia com os termos essenciais: lead, conversão, oferta, funil, copy, tráfego, SEO, criativo, página de captura, escala, recorrência e autoridade.
